lto,rto,lhs,rhs
1.26000299999993,2.00995199999994,1.6499869999999,2.43994699999996
2.63996099999991,3.27989699999995,3.0798319999999,3.72994499999993
3.94986799999992,4.60035399999998,4.38994099999991,5.02985299999989
5.23990799999996,5.8898779999999,5.6597779999999,6.31976799999995
6.54996499999993,7.21981799999992,6.98981799999996,7.62985599999996
7.84135199999992,8.50138599999991,8.27959699999997,8.93972699999995
9.16969799999993,9.83968299999998,9.60971299999994,10.269867
10.4997089999999,11.1294119999999,10.919425,11.549508
11.7795689999999,12.4293809999999,12.2094139999999,12.8594659999999
13.089408,13.7593979999999,13.5494739999999,14.209342
14.4294009999999,15.089397,14.8806399999999,15.529214
15.759308,16.4292859999999,16.2006979999999,16.8893119999999
17.119258,17.769258,17.5392229999999,18.209305
18.429233,19.0792309999999,18.8592819999999,19.519246
19.739209,20.4191189999999,20.1790739999999,20.8990799999999
21.1491769999999,21.8689619999999,21.6191219999999,22.328902
22.558905,23.2588999999999,23.029125,23.7190549999999
23.9688189999999,24.648917,24.3990729999999,25.0888729999999
25.3188289999999,25.9690989999999,25.7391109999999,26.4488259999999
26.7087359999999,27.398744,27.1387909999999,27.828705
28.048695,28.708635,28.4986359999999,29.1786079999999
29.408605,30.078595,29.8386699999999,30.518605
30.82583,31.4186859999999,31.1886909999999,31.868618
32.1093659999999,32.758683,32.528558,33.208534
33.4383569999999,34.0885319999999,33.878396,34.5282549999999
34.798501,35.4194699999999,35.1982399999999,35.8682809999999
36.1082429999999,36.80824,36.55835,37.2482
37.4695559999999,38.1481659999999,37.9081739999999,38.5983399999999
38.828259,39.488079,39.258124,39.9381769999999
40.148147,40.8282049999999,40.5881369999998,41.2797099999999
41.4880019999999,42.1479969999999,41.938239,42.6182219999999
42.868036,43.517958,43.2880029999999,43.9679689999999
44.218338,44.9079469999999,44.667922,45.3477899999999
45.5778419999999,46.2477369999999,46.0077299999999,46.730651
46.9277089999999,47.6276619999999,47.3877299999999,48.057684
48.277651,48.9576119999999,48.724839,49.397692
49.627658,50.2875939999999,50.0575529999999,50.727631
50.9675179999999,51.597593,51.3875619999999,52.0574619999999
52.2774009999999,52.9275769999999,52.7173349999999,53.387488
53.627492,54.267481,54.037517,54.7373839999999
54.977365,55.617483,55.387397,56.0772959999999
56.307325,56.9472189999999,56.717144,57.3971569999999
57.6271839999999,58.297158,58.0471309999999,58.717093
58.927109,59.617089,59.3770509999999,NaN
