time,LeftAnklePlantarFlexionMoment,LeftKneeFlexionMoment,LeftHipFlexionMoment,RightAnklePlantarFlexionMoment,RightKneeFlexionMoment,RightHipFlexionMoment,LeftAnklePlantarFlexionAngle,LeftKneeFlexionAngle,LeftHipFlexionAngle,RightAnklePlantarFlexionAngle,RightKneeFlexionAngle,RightHipFlexionAngle,LeftBeltSpeed,RightBeltSpeed,LeftFoot_x,LeftFoot_y,LeftFoot_z,RightFoot_x,RightFoot_y,RightFoot_z,COM_x,COM_y,COM_z,LeftGRF_x,LeftGRF_y,LeftGRF_z,RightGRF_x,RightGRF_y,RightGRF_z,LeftCOP_x,LeftCOP_y,LeftCOP_z,RightCOP_x,RightCOP_y,RightCOP_z
0,-1.29889622173278,-4.31564892308443,20.2563225938651,102.419352750615,24.4479704737515,-12.1936406640023,-1.52254347468176,0.515893696092017,0.619983469839878,-1.77982950420899,0.196883851503435,0.133076507017197,0.793273482903167,0.802273,0.304203614725853,0.137065430225298,-0.158796198141179,0.0534222164774882,0.113616863263821,0.188014040448392,0.237428437189211,1.06661733319702,0.0591841503100086,-7.893903,4.513995,3.442916,13.087714,763.887939,-52.422928,0,0,0,0.32026,0,-0.0123
0.00997700000016266,-2.72235859949957,-16.9282515471228,37.5221897145306,103.480825989628,23.9459528510343,-14.2012819540654,-1.52081794705085,0.465855903842194,0.613811474976003,-1.78672465696716,0.196819788895656,0.126469662254284,0.796071,0.808955470305935,0.321543857718816,0.135465224666241,-0.159134903198362,0.0454808102602027,0.113951202297312,0.187695062089258,0.237157637011454,1.0656443375201,0.0586954555238108,5.848368,-2.0669,5.802314,4.191534,766.72168,-51.190575,0,0,0,1.106734,0,-0.379558
0.0201100000001588,-2.80956992857103,-6.99943892632381,22.1123848674194,103.871622403852,21.9183334337686,-7.38518796748671,-1.51553127347636,0.412344228135247,0.607400877065871,-1.79337683687527,0.196182448513098,0.119733799985,0.803592964607101,0.818221,0.338443531045333,0.133936709840567,-0.159407986468083,0.0376557716459615,0.114276699084046,0.187384754875188,0.23688391549657,1.06468040580982,0.0582097055297059,-4.199441,0.043019,5.579525,24.871296,767.885864,-45.855949,0,0,0,-16.907372,0,-19.583158
0.0300570000001699,-2.88842305001115,1.11929369975847,8.71483679235438,104.177454413876,19.6950175241328,-0.847767908527728,-1.50978528569149,0.360331754908046,0.601021387647994,-1.79981834242349,0.19550791619158,0.112994357235275,0.812462,0.817239729754033,0.354427203820742,0.132503133105377,-0.159543611732635,0.0299392537994118,0.114603919040842,0.187094227531293,0.236610190621712,1.06371114038305,0.057705802338229,5.679126,8.754599,4.582046,14.342935,766.019165,-58.139168,0,0,0,-0.296678,0,-0.028374
0.0399790000001303,-2.88941958444609,7.15328829765035,-1.89113141795106,104.751521152705,17.6315625147514,4.76219908997907,-1.50534825003682,0.311329195892471,0.594579394301314,-1.80619750315513,0.195074027225302,0.106023623780994,0.806141742651496,0.816006,0.36907279079912,0.1311703956195,-0.159483498283621,0.0223180907885682,0.114945027252008,0.186834319663451,0.236339929258964,1.06272270268276,0.0571642947639899,-12.119273,3.710394,2.029379,23.061209,770.685242,-58.0434,0,0,0,-0.014946,0,0.441511
0.0499900000002071,-2.72265407600041,11.4826438617401,-9.85110172796688,105.73986283778,15.9155002725011,9.16625196649827,-1.50291856749631,0.26644429259224,0.588014610529022,-1.81243980011534,0.195029729007995,0.0986638652455221,0.7974,0.810760157168268,0.382033915723214,0.129925571014667,-0.159188552109105,0.0147779175323596,0.11531373578631,0.186615187957448,0.236077718265605,1.06170346633426,0.0565685871484914,8.98257,4.555204,0.437866,24.323812,784.333374,-61.042511,0,0,0,0.028238,0,0.622153
0.0599800000002233,-2.30008073717399,14.5084699823687,-15.4395945267128,107.133641002776,14.6098324924368,12.4985458214186,-1.50238923844864,0.227281188488816,0.581453493412052,-1.81824886176421,0.195486034674309,0.090983787911058,0.798516136772729,0.803602,0.393055109972874,0.128739015077715,-0.158642147757931,0.00730630750655454,0.115725064812221,0.186445819802738,0.235829888018498,1.06064531735813,0.0559054739089339,-2.994752,10.343481,-1.879249,33.9496,784.534973,-50.665066,0,0,0,-0.505915,0,-0.217987
0.070325000000139,-1.55256649726918,16.6779752611184,-19.0302585592312,108.861401778139,13.5578120820891,15.293082205273,-1.50306328992971,0.193392093135579,0.574794427555958,-1.82361243223812,0.196593640469807,0.0826987537690613,0.800058,0.797341668566177,0.401979337750374,0.127569755397371,-0.157850820719335,-0.000105019361318858,0.116195089683336,0.186333451632546,0.23560508336726,1.05954458036107,0.0551650736704073,9.902024,16.585188,-2.197191,24.816603,802.978943,-67.431877,0,0,0,-0.195474,0,-0.19487
0.0810630000000856,-0.532856208199443,18.4165930796568,-21.1586319351667,110.664534798436,12.4512592197509,18.0673135621891,-1.50390278027945,0.165960979003949,0.568304436764537,-1.82835684471836,0.198548523808902,0.073795337184317,0.800058,0.791641,0.408748097696562,0.126373164544558,-0.156842422740403,-0.00745879592038814,0.116740867479332,0.186282919159006,0.235414652703609,1.05840259480114,0.0543403299916387,-5.257874,10.923637,-7.22058,40.402081,811.209656,-53.288609,0,0,0,0.428184,0,-0.192381
0.0900300000000698,0.354697405735102,19.7066068275411,-22.1648596855155,111.93970130252,11.2348415782374,20.7601521570823,-1.50379441686611,0.14939995741917,0.563447799481147,-1.83168974804459,0.200912890265377,0.0662205478576581,0.800058,0.796457661667597,0.413394873050558,0.125109479605054,-0.15566204821624,-0.0147514890165457,0.11738065731399,0.186296053603232,0.235272730600664,1.05722597996112,0.0534262932431809,0.939069,5.571185,-2.622512,28.245125,808.397095,-70.010109,0,0,0,1.710869,0,0.422573
